r,m,P
5009570.0,4.9704631191426476e+30,9.684516245019261e+27
5019570.0,5.0000017456590466e+30,9.683279342764006e+27
5029570.0,5.0296554620399866e+30,9.682040163635095e+27
5039570.0,5.0594244752697833e+30,9.680798708732256e+27
5049570.0,5.089308992203704e+30,9.67955497915707e+27
5059570.0,5.119309219567753e+30,9.67830897601297e+27
5069570.0,5.149425363958449e+30,9.677060700405242e+27
5079570.0,5.179657631842614e+30,9.675810153441018e+27
5089570.0,5.210006229557157e+30,9.674557336229278e+27
5099570.0,5.240471363308858e+30,9.673302249880847e+27
5109570.0,5.271053239174147e+30,9.672044895508395e+27
5119570.0,5.301752063098896e+30,9.670785274226431e+27
5129570.0,5.332568040898201e+30,9.669523387151304e+27
5139570.0,5.363501378256165e+30,9.668259235401202e+27
5149570.0,5.394552280725685e+30,9.666992820096145e+27
5159570.0,5.425720953728238e+30,9.66572414235799e+27
5169570.0,5.457007602553668e+30,9.664453203310425e+27
5179570.0,5.488412432359968e+30,9.663180004078966e+27
5189570.0,5.519935648173068e+30,9.661904545790959e+27
5199570.0,5.551577454886623e+30,9.660626829575575e+27
5209570.0,5.583338057261798e+30,9.659346856563809e+27
5219570.0,5.615217659927054e+30,9.658064627888476e+27
5229570.0,5.647216467377938e+30,9.656780144684215e+27
5239570.0,5.679334683976869e+30,9.65549340808748e+27
5249570.0,5.711572513952925e+30,9.654204419236542e+27
5259570.0,5.743930161401628e+30,9.652913179271488e+27
5269570.0,5.776407830284738e+30,9.651619689334216e+27
5279570.0,5.80900572443004e+30,9.650323950568432e+27
5289570.0,5.841724047531127e+30,9.649025964119654e+27
5299570.0,5.874563003147196e+30,9.647725731135204e+27
5309570.0,5.907522794702829e+30,9.646423252764208e+27
5319570.0,5.940603625487792e+30,9.645118530157598e+27
5329570.0,5.973805698656817e+30,9.643811564468104e+27
5339570.0,6.007129217229392e+30,9.642502356850255e+27
5349570.0,6.040574384089557e+30,9.641190908460375e+27
5359570.0,6.074141401985686e+30,9.639877220456585e+27
5369570.0,6.107830473530284e+30,9.638561293998797e+27
5379570.0,6.141641801199772e+30,9.637243130248713e+27
5389570.0,6.175575587334283e+30,9.635922730369827e+27
5399570.0,6.209632034137451e+30,9.634600095527416e+27
5409570.0,6.243811343676201e+30,9.633275226888543e+27
5419570.0,6.278113717880544e+30,9.631948125622055e+27
5429570.0,6.312539358543361e+30,9.630618792898577e+27
5439570.0,6.347088467320209e+30,9.629287229890514e+27
5449570.0,6.381761245729098e+30,9.627953437772048e+27
5459570.0,6.416557895150293e+30,9.626617417719136e+27
5469570.0,6.451478616826104e+30,9.625279170909506e+27
5479570.0,6.48652361186068e+30,9.623938698522658e+27
5489570.0,6.521693081219798e+30,9.622596001739862e+27
5499570.0,6.556987225730665e+30,9.62125108174415e+27
5509570.0,6.592406246081702e+30,9.619903939720323e+27
5519570.0,6.627950342822345e+30,9.618554576854944e+27
5529570.0,6.663619716362838e+30,9.617202994336333e+27
5539570.0,6.699414566974021e+30,9.615849193354574e+27
5549570.0,6.735335094787135e+30,9.614493175101504e+27
5559570.0,6.771381499793611e+30,9.613134940770714e+27
5569570.0,6.807553981844863e+30,9.61177449155755e+27
5579570.0,6.843852740652089e+30,9.610411828659107e+27
5589570.0,6.880277975786062e+30,9.609046953274227e+27
5599570.0,6.916829886676931e+30,9.607679866603501e+27
5609570.0,6.953508672614011e+30,9.606310569849263e+27
5619570.0,6.990314532745584e+30,9.60493906421559e+27
5629570.0,7.027247666078693e+30,9.603565350908296e+27
5639570.0,7.064308271478942e+30,9.602189431134939e+27
5649570.0,7.101496547670289e+30,9.600811306104808e+27
5659570.0,7.138812693234844e+30,9.599430977028928e+27
5669570.0,7.176256906612672e+30,9.598048445120056e+27
5679570.0,7.213829386101584e+30,9.59666371159268e+27
5689570.0,7.251530329856938e+30,9.595276777663013e+27
5699570.0,7.289359935891438e+30,9.593887644548997e+27
5709570.0,7.327318402074934e+30,9.592496313470294e+27
5719570.0,7.365405926134215e+30,9.591102785648292e+27
5729570.0,7.403622705652812e+30,9.589707062306097e+27
5739570.0,7.4419689380708e+30,9.58830914466853e+27
5749570.0,7.480444820684592e+30,9.58690903396213e+27
5759570.0,7.519050550646745e+30,9.58550673141515e+27
5769570.0,7.557786324965751e+30,9.584102238257553e+27
5779570.0,7.596652340505848e+30,9.58269555572101e+27
5789570.0,7.635648793986815e+30,9.581286685038902e+27
5799570.0,7.674775881983768e+30,9.579875627446313e+27
5809570.0,7.714033800926974e+30,9.578462384180029e+27
5819570.0,7.75342274710164e+30,9.577046956478541e+27
5829570.0,7.792942916647719e+30,9.575629345582035e+27
5839570.0,7.832594505559716e+30,9.574209552732394e+27
5849570.0,7.872377709686481e+30,9.572787579173196e+27
5859570.0,7.912292724731021e+30,9.571363426149713e+27
5869570.0,7.952339746250294e+30,9.569937094908905e+27
5879570.0,7.99251896965502e+30,9.568508586699422e+27
5889570.0,8.032830590209478e+30,9.5670779027716e+27
5899570.0,8.07327480303131e+30,9.565645044377457e+27
5909570.0,8.11385180309133e+30,9.564210012770695e+27
5919570.0,8.154561785213318e+30,9.562772809206695e+27
5929570.0,8.195404944073835e+30,9.561333434942516e+27
5939570.0,8.236381474202019e+30,9.559891891236891e+27
5949570.0,8.277491569979393e+30,9.558448179350229e+27
5959570.0,8.318735425639673e+30,9.557002300544609e+27
5969570.0,8.360113235268564e+30,9.555554256083778e+27
5979570.0,8.401625192803576e+30,9.554104047233153e+27
5989570.0,8.443271492033823e+30,9.552651675259812e+27
5999570.0,8.485052326599829e+30,9.551197141432499e+27
6009570.0,8.526967889993338e+30,9.549740447021617e+27
6019570.0,8.569018375557117e+30,9.548281593299229e+27
6029570.0,8.611203976484764e+30,9.54682058153905e+27
6039570.0,8.653524885820514e+30,9.545357413016457e+27
6049570.0,8.695981296459047e+30,9.54389208900847e+27
6059570.0,8.738573401145297e+30,9.542424610793766e+27
6069570.0,8.781301392474254e+30,9.540954979652666e+27
6079570.0,8.824165462890779e+30,9.539483196867138e+27
6089570.0,8.867165804689407e+30,9.538009263720794e+27
6099570.0,8.910302610014159e+30,9.536533181498884e+27
6109570.0,8.953576070858347e+30,9.535054951488301e+27
6119570.0,8.996986379064386e+30,9.533574574977573e+27
6129570.0,9.040533726323603e+30,9.532092053256863e+27
6139570.0,9.084218304176044e+30,9.530607387617967e+27
6149570.0,9.128040304010287e+30,9.529120579354312e+27
6159570.0,9.171999917063249e+30,9.527631629760951e+27
6169570.0,9.216097334419999e+30,9.526140540134564e+27
6179570.0,9.260332747013565e+30,9.524647311773457e+27
6189570.0,9.304706345624749e+30,9.523151945977555e+27
6199570.0,9.349218320881936e+30,9.521654444048405e+27
6209570.0,9.393868863260902e+30,9.520154807289169e+27
6219570.0,9.438658163084634e+30,9.518653037004625e+27
6229570.0,9.483586410523131e+30,9.517149134501165e+27
6239570.0,9.528653795593226e+30,9.515643101086791e+27
6249570.0,9.573860508158391e+30,9.514134938071113e+27
6259570.0,9.619206737928555e+30,9.512624646765349e+27
6269570.0,9.664692674459913e+30,9.51111222848232e+27
6279570.0,9.710318507154739e+30,9.50959768453645e+27
6289570.0,9.756084425261204e+30,9.50808101624376e+27
6299570.0,9.801990617873187e+30,9.506562224921873e+27
6309570.0,9.848037273930084e+30,9.505041311890004e+27
6319570.0,9.89422458221663e+30,9.503518278468963e+27
6329570.0,9.940552731362711e+30,9.50199312598115e+27
6339570.0,9.987021909843175e+30,9.500465855750554e+27
6349570.0,1.0033632305977652e+31,9.498936469102752e+27
6359570.0,1.0080384107930365e+31,9.497404967364902e+27
6369570.0,1.0127277503709949e+31,9.495871351865749e+27
6379570.0,1.0174312681169267e+31,9.494335623935612e+27
6389570.0,1.022148982800522e+31,9.492797784906393e+27
6399570.0,1.0268809131758573e+31,9.491257836111567e+27
6409570.0,1.0316270779813758e+31,9.489715778886183e+27
6419570.0,1.0363874959398706e+31,9.48817161456686e+27
6429570.0,1.0411621857584656e+31,9.486625344491785e+27
6439570.0,1.0459511661285972e+31,9.485076970000716e+27
6449570.0,1.0507544557259963e+31,9.483526492434971e+27
6459570.0,1.0555720732106698e+31,9.481973913137431e+27
6469570.0,1.0604040372268829e+31,9.480419233452537e+27
6479570.0,1.0652503664031404e+31,9.478862454726288e+27
6489570.0,1.070111079352169e+31,9.477303578306238e+27
6499570.0,1.0749861946708992e+31,9.475742605541496e+27
6509570.0,1.0798757309404465e+31,9.474179537782719e+27
6519570.0,1.0847797067260944e+31,9.472614376382112e+27
6529570.0,1.0896981405772754e+31,9.471047122693432e+27
6539570.0,1.0946310510275542e+31,9.469477778071974e+27
6549570.0,1.0995784565946081e+31,9.467906343874577e+27
6559570.0,1.104540375780211e+31,9.466332821459621e+27
6569570.0,1.1095168270702133e+31,9.464757212187021e+27
6579570.0,1.114507828934526e+31,9.463179517418229e+27
6589570.0,1.1195133998271019e+31,9.461599738516228e+27
6599570.0,1.1245335581859175e+31,9.460017876845535e+27
6609570.0,1.1295683224329558e+31,9.458433933772192e+27
6619570.0,1.1346177109741885e+31,9.456847910663767e+27
6629570.0,1.1396817421995576e+31,9.455259808889353e+27
6639570.0,1.1447604344829585e+31,9.453669629819566e+27
6649570.0,1.1498538061822215e+31,9.452077374826537e+27
6659570.0,1.1549618756390948e+31,9.450483045283918e+27
6669570.0,1.1600846611792267e+31,9.448886642566875e+27
6679570.0,1.1652221811121476e+31,9.447288168052083e+27
6689570.0,1.170374453731253e+31,9.445687623117732e+27
6699570.0,1.1755414973137853e+31,9.444085009143517e+27
6709570.0,1.1807233301208166e+31,9.442480327510637e+27
6719570.0,1.1859199703972315e+31,9.440873579601798e+27
6729570.0,1.1911314363717093e+31,9.439264766801205e+27
6739570.0,1.1963577462567063e+31,9.437653890494561e+27
6749570.0,1.2015989182484386e+31,9.436040952069068e+27
6759570.0,1.206854970526865e+31,9.434425952913419e+27
6769570.0,1.2121259212556693e+31,9.4328088944178e+27
6779570.0,1.2174117885822428e+31,9.431189777973886e+27
6789570.0,1.2227125906376674e+31,9.429568604974842e+27
6799570.0,1.2280283455366983e+31,9.427945376815313e+27
6809570.0,1.233359071377746e+31,9.426320094891431e+27
6819570.0,1.2387047862428602e+31,9.424692760600806e+27
6829570.0,1.244065508197712e+31,9.423063375342527e+27
6839570.0,1.249441255291576e+31,9.421431940517157e+27
6849570.0,1.2548320455573152e+31,9.419798457526734e+27
6859570.0,1.2602378970113612e+31,9.418162927774765e+27
6869570.0,1.2656588276536995e+31,9.41652535266623e+27
6879570.0,1.271094855467851e+31,9.414885733607572e+27
6889570.0,1.2765459984208553e+31,9.413244072006696e+27
6899570.0,1.2820122744632538e+31,9.411600369272975e+27
6909570.0,1.287493701529073e+31,9.409954626817237e+27
6919570.0,1.2929902975358072e+31,9.408306846051766e+27
6929570.0,1.2985020803844012e+31,9.406657028390305e+27
6939570.0,1.304029067959234e+31,9.405005175248047e+27
6949570.0,1.3095712781281018e+31,9.403351288041635e+27
6959570.0,1.3151287287422013e+31,9.401695368189159e+27
6969570.0,1.3207014376361122e+31,9.400037417110157e+27
6979570.0,1.3262894226277812e+31,9.398377436225609e+27
6989570.0,1.331892701518505e+31,9.396715426957935e+27
6999570.0,1.3375112920929134e+31,9.395051390730994e+27
7009570.0,1.3431452121189526e+31,9.393385328970082e+27
7019570.0,1.3487944793478687e+31,9.391717243101927e+27
7029570.0,1.3544591115141912e+31,9.39004713455469e+27
7039570.0,1.3601391263357158e+31,9.38837500475796e+27
7049570.0,1.3658345415134882e+31,9.386700855142755e+27
7059570.0,1.3715453747317878e+31,9.385024687141514e+27
7069570.0,1.3772716436581107e+31,9.3833465021881e+27
7079570.0,1.3830133659431532e+31,9.381666301717795e+27
7089570.0,1.3887705592207958e+31,9.379984087167301e+27
7099570.0,1.394543241108086e+31,9.37829985997473e+27
7109570.0,1.400331429205223e+31,9.376613621579611e+27
7119570.0,1.40613514109554e+31,9.374925373422881e+27
7129570.0,1.4119543943454887e+31,9.373235116946886e+27
7139570.0,1.4177892065046226e+31,9.371542853595377e+27
7149570.0,1.423639595105581e+31,9.369848584813508e+27
7159570.0,1.429505577664072e+31,9.368152312047835e+27
7169570.0,1.4353871716788577e+31,9.366454036746312e+27
7179570.0,1.4412843946317363e+31,9.364753760358288e+27
7189570.0,1.447197263987527e+31,9.363051484334505e+27
7199570.0,1.4531257971940532e+31,9.3613472101271e+27
7209570.0,1.459070011682127e+31,9.359640939189598e+27
7219570.0,1.4650299248655327e+31,9.357932672976906e+27
7229570.0,1.4710055541410104e+31,9.35622241294532e+27
7239570.0,1.4769969168882404e+31,9.354510160552518e+27
7249570.0,1.4830040304698275e+31,9.352795917257554e+27
7259570.0,1.4890269122312843e+31,9.351079684520863e+27
7269570.0,1.4950655795010156e+31,9.349361463804252e+27
7279570.0,1.5011200495903022e+31,9.347641256570901e+27
7289570.0,1.507190339793285e+31,9.34591906428536e+27
7299570.0,1.5132764673869498e+31,9.344194888413547e+27
7309570.0,1.519378449631111e+31,9.342468730422744e+27
7319570.0,1.5254963037683947e+31,9.340740591781598e+27
7329570.0,1.5316300470242252e+31,9.339010473960115e+27
7339570.0,1.5377796966068071e+31,9.337278378429658e+27
7349570.0,1.5439452697071107e+31,9.335544306662948e+27
7359570.0,1.550126783498856e+31,9.333808260134057e+27
7369570.0,1.5563242551384968e+31,9.332070240318408e+27
7379570.0,1.5625377017652057e+31,9.330330248692774e+27
7389570.0,1.5687671405008578e+31,9.328588286735273e+27
7399570.0,1.5750125884500152e+31,9.326844355925367e+27
7409570.0,1.5812740626999118e+31,9.325098457743859e+27
7419570.0,1.5875515803204375e+31,9.32335059367289e+27
7429570.0,1.5938451583641225e+31,9.32160076519594e+27
7439570.0,1.6001548138661226e+31,9.319848973797818e+27
7449570.0,1.6064805638442026e+31,9.318095220964671e+27
7459570.0,1.6128224252987218e+31,9.316339508183969e+27
7469570.0,1.6191804152126181e+31,9.314581836944514e+27
7479570.0,1.6255545505513933e+31,9.31282220873643e+27
7489570.0,1.6319448482630966e+31,9.311060625051162e+27
7499570.0,1.6383513252783107e+31,9.309297087381475e+27
7509570.0,1.6447739985101352e+31,9.307531597221452e+27
7519570.0,1.6512128848541723e+31,9.305764156066492e+27
7529570.0,1.6576680011885112e+31,9.303994765413301e+27
7539570.0,1.664139364373713e+31,9.302223426759902e+27
7549570.0,1.6706269912527952e+31,9.30045014160562e+27
7559570.0,1.6771308986512172e+31,9.298674911451088e+27
7569570.0,1.6836511033768648e+31,9.29689773779824e+27
7579570.0,1.6901876222200353e+31,9.295118622150309e+27
7589570.0,1.696740471953422e+31,9.293337566011829e+27
7599570.0,1.7033096693320997e+31,9.291554570888627e+27
7609570.0,1.7098952310935096e+31,9.289769638287823e+27
7619570.0,1.7164971739574443e+31,9.287982769717828e+27
7629570.0,1.7231155146260328e+31,9.286193966688342e+27
7639570.0,1.7297502697837255e+31,9.284403230710348e+27
7649570.0,1.7364014560972798e+31,9.282610563296113e+27
7659570.0,1.743069090215745e+31,9.280815965959187e+27
7669570.0,1.749753188770447e+31,9.279019440214395e+27
7679570.0,1.7564537683749744e+31,9.27722098757784e+27
7689570.0,1.7631708456251633e+31,9.275420609566897e+27
7699570.0,1.769904437099082e+31,9.273618307700212e+27
7709570.0,1.7766545593570178e+31,9.271814083497702e+27
7719570.0,1.7834212289414607e+31,9.270007938480545e+27
7729570.0,1.7902044623770897e+31,9.268199874171188e+27
7739570.0,1.7970042761707582e+31,9.266389892093336e+27
7749570.0,1.8038206868114788e+31,9.264577993771953e+27
7759570.0,1.8106537107704098e+31,9.26276418073326e+27
7769570.0,1.8175033645008396e+31,9.260948454504731e+27
7779570.0,1.8243696644381727e+31,9.259130816615091e+27
7789570.0,1.8312526269999155e+31,9.257311268594317e+27
7799570.0,1.838152268585661e+31,9.255489811973628e+27
7809570.0,1.8450686055770757e+31,9.253666448285489e+27
7819570.0,1.852001654337884e+31,9.251841179063607e+27
7829570.0,1.8589514312138543e+31,9.250014005842928e+27
7839570.0,1.8659179525327854e+31,9.248184930159633e+27
7849570.0,1.8729012346044909e+31,9.24635395355114e+27
7859570.0,1.879901293720786e+31,9.244521077556095e+27
7869570.0,1.8869181461554728e+31,9.242686303714376e+27
7879570.0,1.8939518081643264e+31,9.240849633567086e+27
7889570.0,1.9010022959850804e+31,9.239011068656553e+27
7899570.0,1.9080696258374129e+31,9.237170610526329e+27
7909570.0,1.9151538139229322e+31,9.23532826072118e+27
7919570.0,1.9222548764251635e+31,9.233484020787095e+27
7929570.0,1.929372829509534e+31,9.231637892271273e+27
7939570.0,1.9365076893233591e+31,9.229789876722126e+27
7949570.0,1.9436594719958288e+31,9.227939975689276e+27
7959570.0,1.9508281936379929e+31,9.226088190723553e+27
7969570.0,1.9580138703427482e+31,9.22423452337699e+27
7979570.0,1.965216518184824e+31,9.222378975202821e+27
7989570.0,1.972436153220768e+31,9.220521547755481e+27
7999570.0,1.9796727914889327e+31,9.218662242590603e+27
8009570.0,1.9869264490094618e+31,9.216801061265012e+27
8019570.0,1.9941971417842762e+31,9.214938005336728e+27
8029570.0,2.0014848857970605e+31,9.213073076364959e+27
8039570.0,2.0087896970132487e+31,9.2112062759101e+27
8049570.0,2.0161115913800115e+31,9.20933760553373e+27
8059570.0,2.0234505848262413e+31,9.207467066798613e+27
8069570.0,2.03080669326254e+31,9.205594661268689e+27
8079570.0,2.038179932581204e+31,9.203720390509079e+27
8089570.0,2.045570318656212e+31,9.201844256086074e+27
8099570.0,2.0529778673432105e+31,9.199966259567143e+27
8109570.0,2.060402594479501e+31,9.19808640252092e+27
8119570.0,2.0678445158840256e+31,9.196204686517207e+27
8129570.0,2.0753036473573546e+31,9.194321113126973e+27
8139570.0,2.082780004681672e+31,9.192435683922347e+27
8149570.0,2.090273603620763e+31,9.19054840047662e+27
8159570.0,2.0977844599200006e+31,9.188659264364237e+27
8169570.0,2.1053125893063316e+31,9.1867682771608e+27
8179570.0,2.1128580074882644e+31,9.184875440443065e+27
8189570.0,2.120420730155854e+31,9.182980755788933e+27
8199570.0,2.1280007729806902e+31,9.181084224777457e+27
8209570.0,2.1355981516158846e+31,9.179185848988831e+27
8219570.0,2.143212881696056e+31,9.177285630004394e+27
8229570.0,2.1508449788373185e+31,9.175383569406623e+27
8239570.0,2.1584944586372675e+31,9.173479668779133e+27
8249570.0,2.166161336674968e+31,9.171573929706674e+27
8259570.0,2.17384562851094e+31,9.169666353775128e+27
8269570.0,2.1815473496871457e+31,9.167756942571506e+27
8279570.0,2.189266515726978e+31,9.165845697683947e+27
8289570.0,2.1970031421352455e+31,9.163932620701716e+27
8299570.0,2.2047572443981608e+31,9.162017713215197e+27
8309570.0,2.2125288379833272e+31,9.160100976815897e+27
8319570.0,2.220317938339726e+31,9.158182413096438e+27
8329570.0,2.228124560897704e+31,9.156262023650557e+27
8339570.0,2.235948721068959e+31,9.154339810073105e+27
8349570.0,2.2437904342465296e+31,9.15241577396004e+27
8359570.0,2.251649715804781e+31,9.15048991690843e+27
8369570.0,2.2595265810993915e+31,9.148562240516444e+27
8379570.0,2.267421045467341e+31,9.146632746383356e+27
